1	0.2
2	0.3
3	0.9
4	0.8
5	0.2
6	0.4
7	0.6
8	0.8
9	0.2
10	0.4
11	0.3
12	0.7
13	0.7
14	0.1
15	0.2
16	0.8
17	0.1
18	0.2
19	0.7
20	0.9
21	0.2
22	0.3
23	0.9
24	0.8
25	0.2
26	0.4
27	0.6
28	0.8
29	0.2
30	0.4
31	0.3
32	0.7
33	0.7
34	0.1
35	0.2
36	0.8
37	0.1
38	0.2
39	0.7
40	0.9
41	0.3
42	0.7
43	0.7
44	0.1
45	0.2
46	0.8
47	0.1
48	0.2
49	0.7
50	0.9
51	0.3
52	0.7
53	0.7
54	0.1
55	0.2
56	0.8
57	0.1
58	0.2
59	0.7
60	0.9
61	0.3
62	0.7
63	0.7
64	0.1
65	0.2
66	0.8
67	0.1
68	0.2
69	0.7
70	0.4
71	0.3
72	0.7
73	0.7
74	0.1
75	0.2
76	0.8
77	0.1
78	0.2
79	0.7
80	0.2
81	0.3
82	0.7
83	0.7
84	0.1
85	0.2
86	0.8
87	0.1
88	0.2
89	0.7
90	0.8
91	0.3
92	0.7
93	0.7
94	0.1
95	0.2
96	0.8
97	0.1
98	0.2
99	0.7
100	0.4
101	0.3
102	0.7
103	0.7
104	0.1
105	0.2
106	0.8
107	0.1
108	0.2
109	0.7
110	0.4
111	0.3
112	0.7
113	0.7
114	0.1
115	0.2
116	0.8
117	0.1
118	0.2
119	0.7
120	0.9
121	0.2
122	0.3
123	0.9
124	0.8
125	0.2
126	0.4
127	0.6
128	0.8
129	0.2
130	0.4
131	0.3
132	0.7
133	0.7
134	0.1
135	0.2
136	0.8
137	0.1
138	0.2
139	0.7
140	0.9
141	0.3
142	0.7
143	0.7
144	0.1
145	0.2
146	0.8
147	0.1
148	0.2
149	0.7
150	0.9
151	0.3
152	0.7
153	0.7
154	0.1
155	0.2
156	0.8
157	0.1
158	0.2
159	0.7
160	0.9
161	0.3
162	0.7
163	0.7
164	0.1
165	0.2
166	0.8
167	0.1
168	0.2
169	0.7
170	0.4
171	0.3
172	0.7
173	0.7
174	0.1
175	0.2
176	0.8
177	0.1
178	0.2
179	0.7
180	0.2
181	0.3
182	0.7
183	0.7
184	0.1
185	0.2
186	0.8
187	0.1
188	0.2
189	0.7
190	0.8
191	0.3
192	0.7
193	0.7
194	0.1
195	0.2
196	0.8
197	0.1
198	0.2
199	0.7
200	0.1
201	0.3
202	0.7
203	0.7
204	0.1
205	0.2
206	0.8
207	0.1
208	0.2
209	0.7
210	0.4
211	0.3
212	0.7
213	0.7
214	0.1
215	0.2
216	0.8
217	0.1
218	0.2
219	0.7
220	0.9
221	0.2
222	0.3
223	0.9
224	0.8
225	0.2
226	0.4
227	0.6
228	0.8
229	0.2
230	0.4
231	0.3
232	0.7
233	0.7
234	0.1
235	0.2
236	0.8
237	0.1
238	0.2
239	0.7
240	0.9
241	0.3
242	0.7
243	0.7
244	0.1
245	0.2
246	0.8
247	0.1
248	0.2
249	0.7
250	0.9
251	0.3
252	0.7
253	0.7
254	0.1
255	0.2
256	0.8
257	0.1
258	0.2
259	0.7
260	0.9
261	0.3
262	0.7
263	0.7
264	0.1
265	0.2
266	0.8
267	0.1
268	0.2
269	0.7
270	0.4
271	0.3
272	0.7
273	0.7
274	0.1
275	0.2
276	0.8
277	0.1
278	0.2
279	0.7
280	0.2
281	0.3
282	0.7
283	0.7
284	0.1
285	0.2
286	0.8
287	0.1
288	0.2
289	0.7
290	0.8
291	0.3
292	0.7
293	0.7
294	0.1
295	0.2
296	0.8
297	0.1
298	0.2
299	0.7
300	0.1
